customer_id,age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,year,month,day,weekday,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,income_quantile,income_cluster,annual_income_scaled,annual_income_mm,annual_income_rb,annual_income_ma,income_log,income_sqrt,income_reciprocal,income_boxcox,income_yeojohnson,income_ft,debt_to_income,spending_to_income,avg_monthly_transactions
CUST0019,44.0,0,2,Salaried,839556.0,560370.0,676.0,0.0,155.0,26.59,2023-05-27,1.0,2023,5,27,Saturday,False,False,False,False,False,False,True,"(710068.8, 1130593.6]","(641779.6, 1135283.4]",1,-0.7787976296084453,0.26158362122757095,-0.48738953126915224,0.3509603004471258,13.640629650752867,916.2728851166556,1.191104356225962e-06,45314.634350647306,-0.7324456473070995,13.640629650752867,0.6674599431127882,3.167150255611299e-05,12.916666666666666
CUST0020,64.0,0,1,Unemployed,2392168.0,576570.0,340.0,8.0,282.0,67.67,2022-04-01,0.0,2022,4,1,Friday,False,False,True,False,False,True,False,"(1971643.2, 2392168.0]","(2040611.2, 2392168.0]",2,1.566866883561386,1.0,0.8842167334936002,1.0,14.687711043730825,1546.6635057438964,4.180306658935886e-07,101112.15149637748,1.4777994674367319,14.687711043730825,0.24102404178970707,2.8288146986332066e-05,23.5
CUST0021,50.0,1,3,Salaried,1799729.0,739984.0,469.0,7.0,258.0,37.46,2019-05-07,0.0,2019,5,7,Tuesday,False,False,True,False,False,False,True,"(1551118.4, 1971643.2]","(1594696.2, 2040611.2]",0,0.6718183211917652,0.7182382584808316,0.3608451223700353,0.7523422268001244,14.403147211615268,1341.5397869612366,5.556389013907641e-07,81297.07155409538,0.6928866494200531,14.403147211615268,0.4111641252655261,2.0814244811302145e-05,21.5
CUST0022,58.0,1,2,Salaried,1266271.0,270972.0,511.0,3.0,23.0,93.96,2018-03-02,0.0,2018,3,2,Friday,False,True,False,True,False,False,False,"(1130593.6, 1551118.4]","(1135283.4, 1594696.2]",4,-0.13412257058709,0.464527656870653,-0.1104215783818643,0.5293403306122313,14.051587708530331,1125.2870744836625,7.89719744257158e-07,62093.16182976628,-0.06781651634879837,14.051587708530331,0.21399210753464307,7.420212576928635e-05,1.9166666666666667
CUST0023,22.0,0,3,Salaried,2364387.0,1261353.0,792.0,9.0,22.0,37.68,2020-12-13,0.0,2020,12,13,Sunday,False,False,True,True,False,False,False,"(1971643.2, 2392168.0]","(2040611.2, 2392168.0]",2,1.5248957369771967,0.9867874617620649,0.8596744823443279,0.9883866852160885,14.676029772636102,1537.6563335153926,4.2294242738501466e-07,100210.85771149535,1.4420975141256218,14.676029772636102,0.5334799252406649,1.5936477404079788e-05,1.8333333333333333
CUST0024,41.0,0,4,Salaried,1639493.0,258944.0,338.0,10.0,53.0,43.5,2022-08-31,0.0,2022,8,31,Wednesday,False,False,True,False,False,False,False,"(1551118.4, 1971643.2]","(1594696.2, 2040611.2]",0,0.42973601155337443,0.6420306245909873,0.21928966521749213,0.6853586370188047,14.309898215607811,1280.4268819421122,6.099442876887625e-07,75689.0707258954,0.47074313032881215,14.309898215607811,0.1579415099668007,2.653259269786452e-05,4.416666666666667
CUST0025,53.0,1,4,Salaried,1831641.0,1042382.0,668.0,4.0,28.0,61.28,2018-03-06,0.0,2018,3,6,Tuesday,False,True,False,False,False,False,True,"(1551118.4, 1971643.2]","(1594696.2, 2040611.2]",0,0.7200305248487482,0.7334154846515593,0.38903677561058025,0.7656824269867334,14.420723390273082,1353.3813209882867,5.459582167257575e-07,82399.74070334411,0.7365654603075241,14.420723390273082,0.5690973285703913,3.345633778671694e-05,2.3333333333333335
CUST0026,32.0,1,2,Salaried,1217609.0,1335016.0,450.0,1.0,72.0,78.14,2019-08-09,1.0,2019,8,9,Friday,False,False,False,False,False,False,False,"(1130593.6, 1551118.4]","(1135283.4, 1594696.2]",4,-0.20764044017709082,0.4413841942258816,-0.153410492583149,0.508998113844847,14.012400478933625,1103.4532160449758,8.212810341570782e-07,60255.77052573112,-0.1405990560057547,14.012400478933625,1.0964242215686646,6.417495271470563e-05,6.0
CUST0027,42.0,1,4,Self-Employed,666409.0,778342.0,410.0,12.0,248.0,49.91,2022-09-24,0.0,2022,9,24,Saturday,False,False,True,False,False,False,False,"(287441.376, 710068.8]","(641779.6, 1135283.4]",1,-1.0403856976266088,0.17923556470391286,-0.6403508055120901,0.2785795144822604,13.409660375724583,816.3387777142526,1.500577722423133e-06,37962.05750249065,-1.0236950593875473,13.409660375724583,1.1679644182476527,7.489394651032624e-05,20.666666666666668
CUST0028,64.0,1,3,Self-Employed,816165.0,1411303.0,779.0,8.0,109.0,45.93,2024-01-28,0.0,2024,1,28,Sunday,False,False,True,True,False,False,False,"(710068.8, 1130593.6]","(641779.6, 1135283.4]",1,-0.8141364255391451,0.2504589503401464,-0.5080535749188635,0.34118214105363837,13.612373044629438,903.4185076696182,1.2252409436315652e-06,44343.70677886432,-0.77090591776882,13.612373044629438,1.72918833814241,5.627538549190421e-05,9.083333333333334
CUST0029,45.0,0,1,Salaried,1393085.0,57461.0,735.0,14.0,172.0,94.63,2019-06-19,0.0,2019,6,19,Wednesday,False,False,True,False,False,False,False,"(1130593.6, 1551118.4]","(1135283.4, 1594696.2]",4,0.057466248495281494,0.5248399143165873,0.001608263497255329,0.5823524936375706,14.147031988113994,1180.2902185479638,7.178307728309666e-07,66806.14532487783,0.11887366374029672,14.147031988113994,0.041247303646224025,6.792837479407215e-05,14.333333333333334
CUST0030,47.0,0,1,Self-Employed,1576445.0,846948.0,346.0,11.0,131.0,10.89,2023-11-26,0.0,2023,11,26,Sunday,True,False,False,True,False,False,False,"(1551118.4, 1971643.2]","(1135283.4, 1594696.2]",4,0.3344839741954695,0.6120452349064788,0.1635918915427028,0.659002628577926,14.270683504288309,1255.5656095959303,6.343382519921393e-07,73447.82617353386,0.3819631959023995,14.270683504288309,0.5372518546476407,6.907947946170022e-06,10.916666666666666
CUST0031,62.0,1,1,Salaried,2392168.0,522501.0,665.0,11.0,53.0,86.08,2023-02-14,0.0,2023,2,14,Tuesday,False,True,False,False,False,True,False,"(1971643.2, 2392168.0]","(2040611.2, 2392168.0]",2,1.566866883561386,1.0,0.8842167334936002,1.0,14.687711043730825,1546.6635057438964,4.180306658935886e-07,101112.15149637748,1.4777994674367319,14.687711043730825,0.21842153226696454,3.59840947625752e-05,4.416666666666667
CUST0032,48.0,0,2,Salaried,432017.0,1247162.0,368.0,5.0,154.0,22.68,2020-10-01,1.0,2020,10,1,Thursday,True,False,False,False,False,False,True,"(287441.376, 710068.8]","(289543.999, 641779.6]",3,-1.3945018557980664,0.06775961845769857,-0.8474170497574464,0.18059642968219625,12.976222533024883,657.2800012171373,2.3147183682161393e-06,27230.68857654307,-1.4487847289361875,12.976222533024883,2.886835471752269,5.249793410907441e-05,12.833333333333334
CUST0033,36.0,0,4,Salaried,1890687.0,1096161.0,598.0,2.0,59.0,76.8,2024-11-04,0.0,2024,11,4,Monday,False,True,False,False,False,False,False,"(1551118.4, 1971643.2]","(1594696.2, 2040611.2]",0,0.8092363965311942,0.7614975383140304,0.4411991081889588,0.7903654760033576,14.452451341960217,1375.022545269713,5.289079953963848e-07,84428.24775119103,0.8169184620835185,14.452451341960217,0.5797686237859572,4.0620155530767384e-05,4.916666666666667
CUST0034,35.0,0,3,Unemployed,2085090.0,433395.0,595.0,11.0,74.0,62.52,2021-05-14,0.0,2021,5,14,Friday,False,False,False,True,False,False,False,"(1971643.2, 2392168.0]","(2040611.2, 2392168.0]",2,1.1029377323148637,0.853954867822302,0.6129383274457166,0.8716319255169369,14.550323057346553,1443.9840719343133,4.795953749740419e-07,91005.639462822,1.0774613940160191,14.550323057346553,0.20785433722285368,2.9984317223716963e-05,6.166666666666667
CUST0035,64.0,0,4,Salaried,895182.0,544178.0,502.0,6.0,297.0,39.06,2020-11-05,0.0,2020,11,5,Thursday,False,False,False,False,True,False,False,"(710068.8, 1130593.6]","(641779.6, 1135283.4]",1,-0.6947586461344125,0.28803913586071506,-0.43824849018245904,0.37421368398874993,13.704783445629742,946.1405815205264,1.1170900251680382e-06,47598.683619252355,-0.6419701510035403,13.704783445629742,0.6078964947910034,4.3633585125706283e-05,24.75
CUST0036,23.0,1,4,Salaried,566978.0,281496.0,360.0,8.0,173.0,84.28,2018-11-23,0.0,2018,11,23,Friday,False,False,True,False,False,False,False,"(287441.376, 710068.8]","(289543.999, 641779.6]",3,-1.1906046629630802,0.13194655820536624,-0.7281899968307359,0.23701428996625656,13.248077544986964,752.9794153892921,1.7637337538074603e-06,33539.70069840777,-1.1988729251005301,13.248077544986964,0.4964848724289126,0.00014864774294593442,14.416666666666666
CUST0037,57.0,1,4,Salaried,1183316.0,742148.0,613.0,2.0,150.0,11.1,2019-08-31,1.0,2019,8,31,Saturday,False,True,False,False,False,True,False,"(1130593.6, 1551118.4]","(1135283.4, 1594696.2]",4,-0.259449825361627,0.4250745734853212,-0.18370556542653105,0.49466258222666637,13.983832069871328,1087.8032910411698,8.450820870485255e-07,58950.62756309571,-0.1922982332355644,13.983832069871328,0.6271765107545237,9.380419093462777e-06,12.5
CUST0038,27.0,0,1,Salaried,774771.0,610315.0,460.0,1.0,137.0,29.27,2018-01-02,1.0,2018,1,2,Tuesday,False,False,False,False,False,True,False,"(710068.8, 1130593.6]","(641779.6, 1135283.4]",1,-0.8766739022932549,0.23077212093079888,-0.5446218029910344,0.32387817243604966,13.560324071503686,880.2107702135893,1.2907022969338077e-06,42609.37150402928,-0.8396062047765132,13.560324071503686,0.7877359890858073,3.7778904992572e-05,11.416666666666666
CUST0039,41.0,0,3,Salaried,1732460.0,929979.0,630.0,6.0,248.0,58.19,2020-10-30,0.0,2020,10,30,Friday,False,True,False,False,True,False,False,"(1551118.4, 1971643.2]","(1594696.2, 2040611.2]",0,0.5701892560187397,0.686245377204864,0.3014184389331396,0.7242217101808903,14.365053498970312,1316.2294632775852,5.772135707528192e-07,78957.58596034387,0.6002151999754708,14.365053498970312,0.536796809161539,3.358807706960045e-05,20.666666666666668
CUST0040,29.0,1,3,Salaried,1830403.0,223921.0,827.0,6.0,196.0,39.88,2024-10-17,0.0,2024,10,17,Thursday,False,False,False,True,False,False,False,"(1551118.4, 1971643.2]","(1594696.2, 2040611.2]",0,0.7181601717487436,0.7328266965467911,0.38794310342733274,0.765164904806017,14.420047265479914,1352.9238707333093,5.463274774312119e-07,82357.04764817086,0.7348743076284512,14.420047265479914,0.12233426190844311,2.1787551703094894e-05,16.333333333333332
CUST0041,59.0,0,4,Salaried,692601.0,723218.0,637.0,3.0,217.0,61.88,2018-05-05,0.0,2018,5,5,Saturday,True,False,False,False,False,False,False,"(287441.376, 710068.8]","(641779.6, 1135283.4]",1,-1.0008151900374982,0.1916923805682804,-0.6172123064623173,0.28952857826038975,13.44821079861594,832.2265316607012,1.4438306559900203e-06,39100.56694725092,-0.9785965583926636,13.44821079861594,1.0442058270201746,8.934436999080278e-05,18.083333333333332
CUST0042,38.0,0,1,Salaried,2098183.0,653291.0,603.0,10.0,229.0,12.05,2021-01-09,0.0,2021,1,9,Saturday,False,False,False,True,False,False,False,"(1971643.2, 2392168.0]","(2040611.2, 2392168.0]",2,1.1227184537513415,0.8601818489658636,0.6245049267149086,0.8771052033134796,14.556582766666613,1448.510614389829,4.766026239834066e-07,91443.34410258556,1.0947997031998535,14.556582766666613,0.311360353219905,5.743064356159592e-06,19.083333333333332
CUST0043,24.0,1,1,Salaried,1920485.0,757755.0,802.0,8.0,199.0,19.9,2023-02-05,1.0,2023,2,5,Sunday,True,False,False,False,False,True,False,"(1551118.4, 1971643.2]","(1594696.2, 2040611.2]",0,0.8542547985295263,0.7756693541023026,0.4675232145834737,0.8028219589928467,14.468088836973237,1385.815644304826,5.207015307583601e-07,85446.31669555327,0.8572460991566668,14.468088836973237,0.3945643938900851,1.0361965857582849e-05,16.583333333333332
CUST0044,45.0,0,3,Self-Employed,1313490.0,614046.0,637.0,13.0,293.0,20.8,2021-03-19,0.0,2021,3,19,Friday,False,False,False,True,False,False,False,"(1130593.6, 1551118.4]","(1135283.4, 1594696.2]",4,-0.06278476523239337,0.4869848341881382,-0.06870743716961526,0.5490793288765672,14.088199036161912,1146.0759137160155,7.613299215601782e-07,63860.365466469324,0.002185757863332655,14.088199036161912,0.46749194892995,1.5835674424624474e-05,24.416666666666668
CUST0045,34.0,2,1,Salaried,697993.0,366456.0,849.0,7.0,246.0,26.09,2018-05-09,0.0,2018,5,9,Wednesday,False,False,True,False,False,True,False,"(287441.376, 710068.8]","(641779.6, 1135283.4]",1,-0.9926690317861052,0.19425679531861142,-0.6124489135608062,0.2917826005531384,13.455965785719025,835.4597536686014,1.4326770717226796e-06,39333.687517160855,-0.9693622139641246,13.455965785719025,0.5250138611705275,3.7378598352705545e-05,20.5
CUST0046,29.0,2,1,Salaried,2351044.0,1429390.0,574.0,12.0,203.0,49.04,2019-03-14,0.0,2019,3,14,Thursday,True,False,False,True,False,False,False,"(1971643.2, 2392168.0]","(2040611.2, 2392168.0]",2,1.5047373190342561,0.9804415815666521,0.8478870284339308,0.982808899709385,14.670370468130177,1533.3114491191932,4.253427731072778e-07,99777.09519799179,1.4249153597100754,14.670370468130177,0.6079809650521215,2.0858818465328595e-05,16.916666666666668
CUST0047,46.0,1,1,Self-Employed,1462743.0,1084262.0,463.0,12.0,296.0,73.93,2020-01-21,1.0,2020,1,21,Tuesday,False,False,False,False,True,False,False,"(1130593.6, 1551118.4]","(1135283.4, 1594696.2]",4,0.1627045814840669,0.5579689949320468,0.06314543388550675,0.6114716859351016,14.19582468177914,1209.4391262068546,6.836466257937138e-07,69352.01656019173,0.21972043464659297,14.19582468177914,0.7412525645311583,5.054202959781726e-05,24.666666666666668
CUST0048,22.0,0,2,Salaried,1389444.0,132279.0,742.0,0.0,268.0,86.97,2021-05-06,0.0,2021,5,6,Thursday,False,False,True,False,False,False,True,"(1130593.6, 1551118.4]","(1135283.4, 1594696.2]",4,0.05196547657515505,0.5231082685254235,-0.001608263497255329,0.5808304433467883,14.14441494479762,1178.7467921483392,7.197118273843154e-07,66672.26691384129,0.11357048690019865,14.14441494479762,0.09520282933317212,6.259338267681174e-05,22.333333333333332
CUST0049,40.0,0,4,Salaried,2077205.0,65434.0,618.0,0.0,255.0,81.01,2024-03-08,0.0,2024,3,8,Friday,True,False,False,False,True,False,False,"(1971643.2, 2392168.0]","(2040611.2, 2392168.0]",2,1.0910251845010221,0.8502047917269089,0.6059725720621087,0.8683357523384645,14.546534279451885,1441.2511925407034,4.814159019375065e-07,90741.73096697002,1.0670074790286506,14.546534279451885,0.03150098329245308,3.8999520990946975e-05,21.25
CUST0050,48.0,0,3,Unemployed,289544.0,769407.0,803.0,4.0,145.0,26.74,2020-06-20,0.0,2020,6,20,Saturday,False,False,True,False,True,False,False,"(287441.376, 710068.8]","(289543.999, 641779.6]",3,-1.6097480732592515,0.0,-0.9732803429430869,0.12103832172322346,12.576066004330086,538.0929287771769,3.453694589787425e-06,20037.551871545737,-1.7337183081535819,12.576066004330086,2.657305970767828,9.235211228690631e-05,12.083333333333334
CUST0051,27.0,2,3,Salaried,1232424.0,490991.0,686.0,5.0,289.0,47.5,2023-09-24,1.0,2023,9,24,Sunday,False,True,False,False,False,False,True,"(1130593.6, 1551118.4]","(1135283.4, 1594696.2]",4,-0.18525814520409625,0.4484301520385956,-0.1403226465453365,0.5151912407489775,14.02449433112045,1110.145936352514,8.114084021340041e-07,60816.94446173765,-0.11836989663680482,14.02449433112045,0.39839454603285884,3.854193037461133e-05,24.083333333333332
CUST0052,64.0,0,2,Salaried,1082883.0,387913.0,793.0,2.0,280.0,26.95,2021-07-26,0.0,2021,7,26,Monday,False,True,False,False,False,False,True,"(710068.8, 1130593.6]","(641779.6, 1135283.4]",1,-0.41118259829600184,0.3773090195869542,-0.27242994214712674,0.4526784908083379,13.895138410366492,1040.6166441105966,9.234599458483088e-07,55076.06953706358,-0.34577679069034295,13.895138410366492,0.35822244877793813,2.4887268523007565e-05,23.333333333333332
CUST0053,28.0,0,4,Salaried,1488486.0,378821.0,789.0,12.0,180.0,32.48,2021-12-04,0.0,2021,12,4,Saturday,True,False,False,False,False,False,False,"(1130593.6, 1551118.4]","(1135283.4, 1594696.2]",4,0.2015967461475701,0.5702122680992893,0.08588727799967534,0.622233053865782,14.213270725775375,1220.0352453925254,6.718231331546732e-07,70285.66089875426,0.2567038515848924,14.213270725775375,0.25450088210436644,2.182083002460218e-05,15.0
CUST0054,55.0,0,3,Salaried,1176630.0,133555.0,372.0,8.0,168.0,52.8,2019-01-26,0.0,2019,1,26,Saturday,False,False,False,False,False,False,False,"(1130593.6, 1551118.4]","(1135283.4, 1594696.2]",4,-0.26955094073047214,0.4218947372426073,-0.18961210195091946,0.49186762802612527,13.978165828167233,1084.7257717967248,8.498841183004697e-07,58695.14533731668,-0.20241836657928655,13.978165828167233,0.11350636988688033,4.487391958389638e-05,14.0
CUST0055,34.0,0,1,Salaried,2315251.0,226806.0,808.0,11.0,210.0,15.79,2020-12-03,0.0,2020,12,3,Thursday,True,False,False,False,True,False,False,"(1971643.2, 2392168.0]","(2040611.2, 2392168.0]",2,1.4506617548109422,0.9634185665149833,0.8162668277433183,0.9678463218302393,14.655029094869741,1521.594886952503,4.3191842615836205e-07,98610.66179580858,1.3787107242772156,14.655029094869741,0.09796173287475095,6.819994894721998e-06,17.5
CUST0056,37.0,1,3,Salaried,1627852.0,483819.0,689.0,9.0,54.0,28.54,2018-01-27,0.0,2018,1,27,Saturday,False,False,True,False,True,False,False,"(1551118.4, 1971643.2]","(1594696.2, 2040611.2]",0,0.4121489514264335,0.6364942091405786,0.2090057897044192,0.6804923400028761,14.302772526627503,1275.873034435637,6.143060829202636e-07,75276.79073802757,0.4544119404273268,14.302772526627503,0.29721313731223725,1.7532306376746778e-05,4.5
CUST0057,56.0,1,1,Salaried,1870023.0,1049430.0,594.0,13.0,273.0,89.51,2019-07-02,1.0,2019,7,2,Tuesday,False,False,False,False,False,True,False,"(1551118.4, 1971643.2]","(1594696.2, 2040611.2]",0,0.7780175140929924,0.7516698182842011,0.42294414696551247,0.7817272867123045,14.441461822973011,1367.4878427247534,5.347524951551424e-07,83720.04842846222,0.7888653470605015,14.441461822973011,0.5611856110860669,4.786572143765077e-05,22.75
CUST0058,60.0,1,2,Salaried,636275.0,118803.0,668.0,14.0,80.0,49.62,2019-07-21,0.0,2019,7,21,Sunday,False,True,False,False,False,True,False,"(287441.376, 710068.8]","(289543.999, 641779.6]",3,-1.0859117237296272,0.16490394858995236,-0.6669717405443846,0.26598257313031526,13.36338771045202,797.6684775017752,1.5716450093984371e-06,36639.176411349734,-1.0760968672706226,13.36338771045202,0.18671643550351655,7.7985147931319e-05,6.666666666666667
